locus_tag,fitness
SPD_0110,0.387011532106814
SPD_0111,1
SPD_0112,0.41671946190485
SPD_0114,1
SPD_0115,1
SPD_0116,0.77231757493173
SPD_0117,1
SPD_0118,1
SPD_0119,1
SPD_0120,1
SPD_0121,1
SPD_0122,1
SPD_0123,1
SPD_0124,1
SPD_0125,0.631285099363864
SPD_0126,1
SPD_0127,0
SPD_0128,0.432517616427414
SPD_0129,0.134626901792438
SPD_0130,0
SPD_0131,0
SPD_0132,0.52783875051241
SPD_0133,0.516195543395722
SPD_0134,0.385626004904088
SPD_0135,0.464242314875803
SPD_0136,0.312467631905547
SPD_0138,0.911491277409889
SPD_0139,1.31510052681474
SPD_0140,1.18716120490205
SPD_0141,1.57835263941686
SPD_0142,1.21222067099287
SPD_0143,1
SPD_0144,0.72877946927559
SPD_0145,0.598481609469425
SPD_0146,0.867826459825192
SPD_0147,0.795382128745921
SPD_0148,0.775074257837537
SPD_0149,0.825143277614528
SPD_0150,0.356771690733374
SPD_0151,0.57710378040386
SPD_0152,0.67565536651012
SPD_0153,0.579955555738633
SPD_0154,0.545230808462405
SPD_0155,0.63345875582533
SPD_0156,0.643137711391749
SPD_0157,0.883237874127777
SPD_0158,0.848192242967881
SPD_0159,0.835141804623068
SPD_0160,0.42539993604652
SPD_0161,0.658660596997501
SPD_0162,0.522589824851101
SPD_0163,0.557815193953416
SPD_0164,0.490367039696102
SPD_0165,0.629186772284329
SPD_0166,0.824860535214719
SPD_0167,0.937747250842985
SPD_0168,0.881003257439483
SPD_0169,0.810333935240992
SPD_0170,0
SPD_0171,0.439482642592184
SPD_0172,0.768019578630312
SPD_0173,0.619669301765569
SPD_0174,0.523906728728632
SPD_0175,0
SPD_0176,0
SPD_0177,0.494218450506522
SPD_0178,0.454304440693041
SPD_0179,0.464103243743383
SPD_0180,0.460257271232128
SPD_0181,1
SPD_0182,0.453091852517967
SPD_0183,0.283268583202304
SPD_0184,1
SPD_0185,0.233656242535233
SPD_0186,0.506769613167301
SPD_0187,0.0936083836046422
SPD_0188,0.503095987004743
SPD_0189,0.419488149461246
SPD_0190,0.399398989913136
SPD_0191,0.459696916575073
SPD_0192,0
SPD_0193,0
SPD_0194,0
SPD_0195,0
SPD_0196,0
SPD_0197,0
SPD_0198,0
SPD_0199,0
SPD_0200,0
SPD_0201,0
SPD_0202,0
SPD_0203,0
SPD_0204,0
SPD_0205,0
SPD_0206,0
SPD_0207,0
SPD_0208,0
SPD_0209,0
SPD_0210,0
SPD_0211,0
SPD_0212,0
SPD_0213,0
SPD_0214,0
SPD_0215,0
SPD_0216,0
SPD_0217,0
SPD_0218,0
SPD_0219,0
SPD_0220,0.556400108046678
SPD_0222,0.50991038195819
SPD_0223,1
SPD_0224,1
SPD_0225,0.59955805769462
SPD_0226,1.41563612703209
SPD_0227,2
SPD_0228,1
SPD_0229,0.720632851345211
SPD_0230,0.545595513904027
SPD_0231,0.805790045778482
SPD_0232,0.683981192515862
SPD_0233,0.800901193155894
SPD_0234,1.06137998311766
SPD_0235,1.21507606235831
SPD_0236,0.831686031734025
SPD_0237,0.872875484966111
SPD_0238,0.0288881559258726
SPD_0239,0.506413975702299
SPD_0240,1
SPD_0241,0
SPD_0242,0.537657042430769
SPD_0243,0
SPD_0244,0
SPD_0245,0.369346957391803
SPD_0246,0.149237552900235
SPD_0247,0.527216353210679
SPD_0248,0.160463688433351
SPD_0249,0.615869830843629
SPD_0250,0.714371378894046
SPD_0251,0
SPD_0252,0.415675099428662
SPD_0253,0.100661596469312
SPD_0254,0.00741220090395797
SPD_0255,0.497256386944245
SPD_0256,0.467253255819167
SPD_0257,0.503708403683059
SPD_0258,0.322484747562718
SPD_0259,0.469570449032744
SPD_0260,0.512584337184378
SPD_0261,0.460403510598557
SPD_0262,0.430790390723986
SPD_0263,0.410115182926337
SPD_0264,0.368011348037252
SPD_0265,0.493921204070163
SPD_0266,0.455480748118032
SPD_0267,0.697460384798938
SPD_0268,0.578045128939287
SPD_0269,0.359568795789439
SPD_0270,0
SPD_0271,0
SPD_0272,0
SPD_0273,0.497661040386193
SPD_0274,0
SPD_0275,0
SPD_0276,0.856505405085022
SPD_0277,0.895167955014718
SPD_0278,0.943213410001847
SPD_0279,0.533744987625958
SPD_0280,0.833680826444341
SPD_0281,0.639077770703199
SPD_0282,0.679347395994416
SPD_0283,0.975747656880946
SPD_0284,0.528796038374162
SPD_0285,1.10602070823453
SPD_0286,0.572430026159805
SPD_0287,0.976505006630945
SPD_0289,0.669833580108666
SPD_0290,0.656719724643542
SPD_0291,0.605205472117059
SPD_0292,0.715284681526462
SPD_0293,0.600930489336108
SPD_0294,0.781400345541984
SPD_0295,0.643210507658522
SPD_0296,0.720711330011606
SPD_0297,0.840041660086142
SPD_0298,0.538064099446138
SPD_0300,0.587774602217908
SPD_0301,0.405048612048619
SPD_0302,1
SPD_0303,0.476567297128806
SPD_0304,0
SPD_0305,0
SPD_0306,0
SPD_0307,0.320169888796142
SPD_0308,0.455340612079461
SPD_0309,0.47565090492129
SPD_0310,0.36428533873333
SPD_0311,0.675391332967746
SPD_0313,1
SPD_0315,0.338243578489532
SPD_0316,1
SPD_0317,1
SPD_0318,1
SPD_0319,1
SPD_0320,1
SPD_0321,1
SPD_0322,1
SPD_0323,1
SPD_0324,1
SPD_0325,1
SPD_0326,1
SPD_0327,1
SPD_0328,1
SPD_0329,1
SPD_0330,1
SPD_0331,1
SPD_0333,1
SPD_0334,0.80379369838526
SPD_0335,0.880209640096635
SPD_0336,0.108163883432347
SPD_0337,0.390097481345482
SPD_0338,0.459135406426903
SPD_0339,0
SPD_0341,0.519347910540923
SPD_0342,0.356355759295906
SPD_0343,0
SPD_0344,0
SPD_0345,1
SPD_0346,0
SPD_0347,0
SPD_0348,0
SPD_0349,0
SPD_0350,0
SPD_0351,0.330716134449241
SPD_0352,0.479513335259442
SPD_0353,1
SPD_0355,0.501615152738722
SPD_0357,1
SPD_0359,1
SPD_0360,0.808497022295239
SPD_0361,0.96738316869788
SPD_0362,0.720168238594308
SPD_0363,0.767880043935477
SPD_0364,0.524340802562042
SPD_0365,0.28488712181021
SPD_0366,0.31039633165323
SPD_0367,0
SPD_0368,0.353753496044196
SPD_0369,0.499692054236983
SPD_0370,0.45932650715753
SPD_0371,0.293235020676469
SPD_0372,0.446248835024384
SPD_0373,0.479915654296325
SPD_0374,0.584135723369862
SPD_0375,0
SPD_0376,0.467250491467526
SPD_0377,0.430585061600421
SPD_0378,0.356153975035978
SPD_0379,0.432443845123502
SPD_0380,0
SPD_0381,0
SPD_0382,0
SPD_0383,0
SPD_0384,0
SPD_0385,0.271164036459263
SPD_0386,0
SPD_0387,0
SPD_0388,0.265308343961447
SPD_0389,0
SPD_0390,0
SPD_0391,0.521091928782358
SPD_0392,0.533737897838232
SPD_0393,0
SPD_0394,0
SPD_0395,0
SPD_0396,0
SPD_0397,0
SPD_0398,0
SPD_0399,0.302302460756744
SPD_0400,1
SPD_0401,0.477720532713492
SPD_0402,0.435826296477892
SPD_0403,0.191624942173145
SPD_0404,0.56774360865307
SPD_0405,0.515370179452662
SPD_0406,0.631802530042247
SPD_0407,0.653725282920769
SPD_0408,0.537448374208286
SPD_0409,0.76310095778688
SPD_0410,0.474900943328145
SPD_0411,0.383800297119214
SPD_0412,0.600935354724089
SPD_0414,0.66274880159025
SPD_0413,1
SPD_0417,0.348318125052483
SPD_0418,1
SPD_0419,0.336591690504365
SPD_0420,0.486045412360747
SPD_0421,1
SPD_0422,0.530636945103377
SPD_0423,0.797168133355114
SPD_0424,0.882988896322631
SPD_0425,1.25422052087037
SPD_0426,0.587283266843727
SPD_0427,0.952805771702762
SPD_0428,0.924186578625672
SPD_0429,0.439398014814198
SPD_0430,0.504912211377149
SPD_0431,0.714436399140889
SPD_0432,0.495644704775098
SPD_0433,1
SPD_0434,0.674359395820405
SPD_0435,0.703234181707855
SPD_0436,0.467596771841872
SPD_0437,0.570081464488838
SPD_0438,0.463133306617712
SPD_0439,0.549831114437136
SPD_0440,0.456496915343958
SPD_0441,0.39720206151838
SPD_0442,0.424623727543002
SPD_0443,0.606515765055433
SPD_0444,0.703434634199902
SPD_0445,0.273689992886398
SPD_0446,0.424734619253308
SPD_0447,0.447615140285214
SPD_0448,0.278755094227914
SPD_0449,1
SPD_0451,1
SPD_0450,0.641018601795873
SPD_0452,0.662654277391434
SPD_0453,1
SPD_0454,0.603911039027884
SPD_0455,0.755480450248458
SPD_0456,0.491877833489583
SPD_0457,0.475187585431433
SPD_0458,0.326010005870603
SPD_0459,0.440439424359517
SPD_0460,0.1624236489742
SPD_0461,0.310116876976175
SPD_0462,0.488954576546152
SPD_0463,0.458047191022552
SPD_0464,0.463678927573225
SPD_0465,0.465853835527441
SPD_0466,0.502716172609491
SPD_0467,0.679154541898891
SPD_0468,0.541631688848036
SPD_0469,1
SPD_0470,0.541737734490606
SPD_0473,0.670966519339113
SPD_0474,0.680105267908757
SPD_0475,0.578446375510276
SPD_0476,0
SPD_0477,0.421264316220572
SPD_0478,0
SPD_0479,0.287619856682947
SPD_0480,0
SPD_0481,0
SPD_0482,0
SPD_0483,0.441454189912338
SPD_0484,0.674638564494629
SPD_0485,1
SPD_0486,1
SPD_0487,0.491584277839362
SPD_0488,0.441380178756283
SPD_0489,0.467472604908546
SPD_0490,0.49115565471393
SPD_0491,0.466229571436211
SPD_0492,1
SPD_0493,1
SPD_0494,0
SPD_0495,1
SPD_0496,0.357309380713521
SPD_0499,1
SPD_0501,0.830637777286743
SPD_0502,1.0847328246873
SPD_0503,1.20538413960088
SPD_0504,0
SPD_0505,0.454731054818085
SPD_0506,0.0374539032047402
SPD_0507,0.802376732672499
SPD_0509,0.465177984765047
SPD_0510,0.52845963219605
SPD_0511,0.489783231799042
SPD_0512,0.264496357453614
SPD_0513,0.434397095738574
SPD_0514,0.514612691355475
SPD_0515,0
SPD_0516,0.476928490627892
SPD_0517,0.480609900730942
SPD_0518,0.581968416993883
SPD_0519,0.485663198459619
SPD_0521,0.470584687907209
SPD_0522,0.685896338384189
SPD_0523,0.570856138171969
SPD_0524,0.48357913275138
SPD_0525,0.672298407988695
SPD_0526,0.339801138944438
SPD_0527,0.800859095671542
SPD_0528,0.603853253555088
SPD_0529,0.703846416143159
SPD_0530,0.561535535994238
SPD_0532,0.075392229363602
SPD_0533,0.188346574212193
SPD_0534,0.414891998798981
SPD_0535,0.502316936941281
SPD_0536,0.283326758848308
SPD_0537,0.540307160790204
SPD_0538,0.160153418052279
SPD_0539,0.408499062225601
SPD_0540,0.519994170714221
SPD_0541,0.466743349248225
SPD_0542,0.307276185771321
SPD_0543,0.481914400395447
SPD_0544,1
SPD_0545,1
SPD_0546,0.493737893942836
SPD_0547,0.640378840247952
SPD_0548,0.488313478399462
SPD_0549,0.460709691309041
SPD_0550,0
SPD_0551,0.383890731060103
SPD_0552,1
SPD_0553,0.842698873318663
SPD_0554,0.437261567608899
SPD_0555,0.536438813802475
SPD_0556,0.640467329287866
SPD_0558,1.22874302215403
SPD_0559,0.460800720036814
SPD_0560,0.453091852517967
SPD_0561,0.669302463465495
SPD_0562,0.727537773654713
SPD_0564,0.484427031690602
SPD_0565,1
SPD_0566,1
SPD_0567,0.531895289902649
SPD_0568,0.462336425850465
SPD_0569,0.531105722511758
SPD_0570,0.567425719987209
SPD_0571,0.638966495982331
SPD_0572,0.500479707853797
SPD_0573,0.540870757543583
SPD_0574,0.513068852693697
SPD_0575,0.59604714367766
SPD_0576,0.533462229416595
SPD_0577,1
SPD_0578,0.516249110654101
SPD_0579,0.651793434172724
SPD_0580,0.44360886221158
SPD_0581,0
SPD_0582,0.485762232076293
SPD_0583,0
SPD_0584,0.377520353366502
SPD_0585,0.463337941268053
SPD_0586,0
SPD_0587,0.440414784285706
SPD_0588,0.591190213304967
SPD_0589,0.55554517481787
SPD_0590,0.535360512803882
SPD_0591,0.596317864435943
SPD_0592,0.576560992958665
SPD_0593,0
SPD_0594,0.473985775559176
SPD_0595,1
SPD_0596,0.808213713965521
SPD_0597,0.592937870715132
SPD_0598,0
SPD_0599,0
SPD_0600,0.2748912909116
SPD_0601,0.500810662468538
SPD_0602,0.490910951996252
SPD_0603,0.714792540049613
SPD_0604,0.698802681223288
SPD_0606,0.620592793373048
SPD_0608,0.376978636385378
SPD_0609,0.397255978638872
SPD_0610,0.693160674007459
SPD_0611,0.808312228089237
SPD_0612,0.975558209594065
SPD_0613,0.728594859546388
SPD_0614,0.799109430828006
SPD_0616,0.471445000609753
SPD_0617,0.532965830525246
SPD_0618,0.553773076099246
SPD_0619,1
SPD_0620,0
SPD_0621,0.418368503448024
SPD_0622,0.500278764537616
SPD_0623,0.735307222177224
SPD_0624,0.791067209296321
SPD_0625,0.577981781680571
SPD_0626,0.518685517088992
SPD_0627,0.548246484828934
SPD_0628,0.542259935163157
SPD_0629,0.609950579548933
SPD_0630,0.532323601634398
SPD_0631,0.493196910123422
SPD_0632,0.481774643250332
SPD_0633,0.480869916825644
SPD_0634,0.524731080629196
SPD_0635,0.573548637886069
SPD_0636,0.173616026656974
SPD_0637,0.487261203953348
SPD_0638,1
SPD_0639,0.469866927727099
SPD_0641,0.345211866265374
SPD_0642,0.477894900572266
SPD_0644,0.50253987622138
SPD_0645,0.42817371567716
SPD_0646,0.451804688964361
SPD_0647,0.440050548134235
SPD_0648,0.682795987202398
SPD_0649,0.428058863087921
SPD_0650,0.405468673574736
SPD_0651,0.517211210172052
SPD_0652,0.486572653169871
SPD_0653,0.59057547475371
SPD_0654,0.508888285142623
SPD_0655,0.544732970777137
SPD_0656,0.441898692669164
SPD_0657,0.531975592855581
SPD_0658,0
SPD_0659,0
SPD_0660,0.333597496940783
SPD_0661,0.556165609899177
SPD_0662,0.519845445674496
SPD_0663,0.245918330004144
SPD_0664,0
SPD_0665,0.456651102031498
SPD_0666,0.304794082445701
SPD_0667,0.393604430897365
SPD_0668,0.510417500812542
SPD_0669,0.497913368489778
SPD_0670,1
SPD_0671,0.489118836176955
SPD_0672,0.599542875909288
SPD_0673,0.519612126298414
SPD_0674,0
SPD_0675,0.461235904876436
SPD_0676,0.602685425289039
SPD_0677,0.625211394640198
SPD_0678,0.408057802903002
SPD_0679,0
SPD_0680,0.465849323647916
SPD_0681,0.483295173452353
SPD_0683,0.467775818836993
SPD_0682,1
SPD_0684,0.465790967244947
SPD_0685,0.56497830128964
SPD_0686,0.558534747224302
SPD_0687,0.428132099918141
SPD_0688,0.598279152622768
SPD_0689,0.122194409453171
SPD_0690,1
SPD_0691,0.454682023354227
SPD_0692,0.567068661290566
SPD_0693,0.589305557194278
SPD_0694,0.486000642392425
SPD_0695,0.50006186669578
SPD_0696,0.509011999823312
SPD_0697,1
SPD_0698,0.553866213352024
SPD_0699,0.472946487306014
SPD_0700,0.216311496685328
SPD_0701,0.376014271265801
SPD_0702,0.28304393021157
SPD_0703,0.47938123544271
SPD_0704,0.559856668046757
SPD_0705,0.315628690153415
SPD_0706,0.27838426739045
SPD_0707,0.430614108773937
SPD_0708,0.424550107858435
SPD_0709,0
SPD_0710,0
SPD_0711,0.468749412544408
SPD_0712,1
SPD_0714,0.463181886179563
SPD_0715,0.586586540627795
SPD_0716,1
SPD_0717,0.436337326019272
SPD_0718,0.474316761950883
SPD_0719,0.544169748182503
SPD_0720,0.417582331343012
SPD_0721,0.340398780545222
SPD_0722,1
SPD_0723,0.380484954205731
SPD_0724,0.457995973352479
SPD_0726,0.4615397641666
SPD_0727,0.510774998918325
SPD_0728,0.676187423509912
SPD_0729,0.457982351469984
SPD_0730,0.402822621156925
SPD_0731,0.451948033002243
SPD_0732,0.470894415301071
SPD_0733,0.327473269283728
SPD_0734,0.472946487306014
SPD_0735,0.403806412318027
SPD_0736,0.336929522672965
SPD_0737,0.551483582340474
SPD_0738,0.480034047920523
SPD_0739,0.348813009536294
SPD_0740,0.308229937199804
SPD_0741,0.391119846269826
SPD_0742,0.403324757477837
SPD_0745,0
SPD_0746,0.133854166604184
SPD_0747,0.487276602456283
SPD_0748,0
SPD_0749,0.332677507155414
SPD_0750,1
SPD_0751,0.519876463532391
SPD_0752,0.504110489539144
SPD_0753,0.466797621841523
SPD_0754,0.464667257807283
SPD_0757,0
SPD_0759,0.437264644339102
SPD_0760,0
SPD_0761,0.483378589490733
SPD_0762,0.359077041778643
SPD_0763,0
SPD_0764,0
SPD_0765,0.424145339731508
SPD_0766,0.234143238047235
SPD_0767,0.276439868772512
SPD_0768,0.311841531443745
SPD_0771,0.414998328534011
SPD_0772,0.346932882718197
SPD_0773,0.433888245272472
SPD_0774,0
SPD_0775,0.530650017243306
SPD_0776,0.355581682684784
SPD_0777,0.437948426230798
SPD_0778,0.489482471065537
SPD_0779,0.493097817004904
SPD_0780,0.494142067506635
SPD_0781,0.628846425835547
SPD_0782,0.646659001295921
SPD_0783,0.634599634635452
SPD_0784,0.736125718776511
SPD_0785,1
SPD_0786,0.50514698316785
SPD_0787,0.501189567295694
SPD_0788,0
SPD_0789,0
SPD_0790,0.218740860124381
SPD_0791,1
SPD_0792,0.545266180743002
SPD_0793,1
SPD_0795,0.508304720954833
SPD_0796,1
SPD_0797,0.683595204090698
SPD_0798,0.521732885817795
SPD_0799,0.493232980489649
SPD_0800,1.67905636057925
SPD_0801,1.01177996612544
SPD_0802,0.32936233506856
SPD_0803,0.508006464170222
SPD_0804,0.563467239899098
SPD_0805,0.697000504287428
SPD_0806,0.474524740801364
SPD_0807,1
SPD_0808,1
SPD_0809,0.544068790416152
SPD_0811,0.48020260132641
SPD_0812,0.6149909199086
SPD_0813,0.602937794869997
SPD_0814,0.500650498583307
SPD_0815,0.527725636551353
SPD_0816,0.515312138921204
SPD_0817,0.649094872039395
SPD_0818,0.42125348367032
SPD_0819,0.439714759789535
SPD_0820,0.336617461920472
SPD_0821,0.479174029888153
SPD_0822,0.509691098801189
SPD_0823,0.481345508336149
SPD_0824,0.44764546394746
SPD_0825,0
SPD_0826,0.345192109970149
SPD_0827,0
SPD_0828,0.382839365929566
SPD_0829,0.473537974110608
SPD_0831,1
SPD_0830,1
SPD_0832,1
SPD_0833,0.457710014796014
SPD_0834,0
SPD_0835,0
SPD_0836,0.41076202972822
SPD_0837,0.479365453009828
SPD_0838,0.385886986920424
SPD_0839,0.596410805245682
SPD_0840,0.530285038927399
SPD_0842,0.52614399560148
SPD_0843,0.509936572203845
SPD_0844,0.56643934453736
SPD_0845,0.582513265050396
SPD_0846,0.584101737281584
SPD_0847,0
SPD_0848,0
SPD_0849,0.444773276522438
SPD_0850,0.54522002535424
SPD_0851,0.471603546276058
SPD_0852,0.442071963821014
SPD_0853,1
SPD_0854,0.414236173143706
SPD_0855,0
SPD_0856,0.430218480247647
SPD_0857,0.346022943099213
SPD_0858,0.378790640285658
SPD_0859,0
SPD_0860,0.331163396937049
SPD_0861,0.464145100794835
SPD_0862,0.193721839580366
SPD_0863,0.423991825597091
SPD_0864,0.407669573486897
SPD_0865,0.414479803051602
SPD_0866,0.503202438308173
SPD_0867,0.410070094031556
SPD_0868,0.509020088739574
SPD_0869,1
SPD_0870,0.4568032464391
SPD_0871,0.459702792049516
SPD_0872,0.471838586223627
SPD_0873,0.531505730127412
SPD_0874,0
SPD_0875,0.440392618718633
SPD_0876,0.451204563676149
SPD_0877,0
SPD_0878,0
SPD_0879,0.447381906792352
SPD_0880,0.176982869407971
SPD_0883,0.493523573794534
SPD_0884,0.444771006026149
SPD_0885,0.46507916245306
SPD_0886,0.507939793900386
SPD_0887,0.702921989722585
SPD_0888,0.4657513135809
SPD_0889,0.331629642218787
SPD_0890,0.755800119533331
SPD_0893,0.513860303185038
SPD_0894,0.569071577247612
SPD_0895,0.606535121780672
SPD_0896,0.482115547967293
SPD_0897,0.591154299525917
SPD_0898,0.561169047413091
SPD_0900,0.41836088655366
SPD_0901,0.473563937172034
SPD_0902,0.238838250975912
SPD_0903,0.485668938127541
SPD_0904,0.437813773295931
SPD_0905,0.48296884483854
SPD_0906,0.296676963844765
SPD_0907,0.363090287687829
SPD_0908,0
SPD_0909,0.465323399631945
SPD_0910,0.437653686014102
SPD_0911,0.380405570200181
SPD_0912,0.431126768456294
SPD_0913,0.443528326776894
SPD_0914,0.438948273961411
SPD_0915,0.676111730770044
SPD_0916,0.883208629202175
SPD_0917,0.835475731830404
SPD_0918,0.790645467495978
SPD_0919,0.55531614478728
SPD_0920,0.507026312681781
SPD_0921,1.16639231764616
SPD_0922,0.606488766258098
SPD_0923,0.503807981236118
SPD_0924,0.763169343044828
SPD_0925,0.754577120453723
SPD_0926,0.649751193028672
SPD_0927,1
SPD_0928,0.57626509673624
SPD_0929,0.669015326608865
SPD_0930,0.536645517575886
SPD_0931,0.68030535399993
SPD_0932,1.29700824752258
SPD_0933,0.807926003063593
SPD_0934,1
SPD_0935,1
SPD_0936,1
SPD_0938,1
SPD_0939,1
SPD_0940,1
SPD_0941,1
SPD_0942,1
SPD_0943,1
SPD_0944,1
SPD_0945,1
SPD_0946,1
SPD_0947,1
SPD_0948,1
SPD_0949,1
SPD_0950,1
SPD_0951,1
SPD_0952,0
SPD_0953,0.118401179482815
SPD_0954,0.406814985408533
SPD_0955,0.484696779974336
SPD_0956,0.408886936265859
SPD_0957,0
SPD_0958,0
SPD_0959,0.452921461104281
SPD_0960,0
SPD_0961,0.27800568514471
SPD_0962,0.484621707523276
SPD_0963,0.485545470787111
SPD_0964,0
SPD_0965,0
SPD_0967,0.260460163825298
SPD_0968,0.434608179702394
SPD_0969,0.336929522672964
SPD_0970,0
SPD_0971,1
SPD_0972,1
SPD_0973,0.0625526408614646
SPD_0975,0.43279330083327
SPD_0974,0.420500013615616
SPD_0976,0.393189567235293
SPD_0977,0.487585724537615
SPD_0978,0.468001028117641
SPD_0979,0
SPD_0980,0.322310785499863
SPD_0981,0.435841501953666
SPD_0982,0.445613285642445
SPD_0983,0.348955908757936
SPD_0984,0.461370589128387
SPD_0985,0.349413834046837
SPD_0987,0.461010938214867
SPD_0988,0.443059159915509
SPD_0989,0
SPD_0990,0
SPD_0991,0
SPD_0992,0.495470855659301
SPD_0993,0.481950078667071
SPD_0994,0.33998278614391
SPD_0995,0.595156840895711
SPD_0996,0.47805525805639
SPD_0997,0.465668595890362
SPD_0998,0.38957973302761
SPD_0999,0.558375803893012
SPD_1000,0.694729705775807
SPD_1001,0.136137041065772
SPD_1002,0.514311810192242
SPD_1003,1
SPD_1004,0.468486433611024
SPD_1005,0.601043961189463
SPD_1006,0.578634509929472
SPD_1007,0.758900221850256
SPD_1008,0.461695617841254
SPD_1011,0.517199721571326
SPD_1010,0.521428299172236
SPD_1012,0.259663111332601
SPD_1013,0.434321887336021
SPD_1014,1
SPD_1015,0
SPD_1016,0.0190900408051848
SPD_1017,0.322162873285297
SPD_1018,1
SPD_1019,0.348318125052483
SPD_1020,0.398994723930942
SPD_1021,0.319913361818742
SPD_1022,0.521819464314066
SPD_1023,0.300587527150422
SPD_1024,0.538350888055224
SPD_1025,0.435385576244823
SPD_1026,0.46136774263507
SPD_1027,0.401448286260686
SPD_1028,0.484123829018754
SPD_1029,0.422782023192958
SPD_1030,0.276060064658285
SPD_1031,0.43497628194275
SPD_1032,0.435375405338465
SPD_1033,0.588450066785606
SPD_1034,0.446108172299516
SPD_1035,0.526516129695138
SPD_1036,1
SPD_1037,1
SPD_1038,0.611597616086844
SPD_1039,0.179645856382786
SPD_1040,0
SPD_1041,0.466661792303329
SPD_1042,0.0868521459057629
SPD_1043,0.32873441156237
SPD_1044,0.406359305046242
SPD_1045,1
SPD_1046,0.589327234836607
SPD_1047,0.749153625680838
SPD_1048,0.55736337228413
SPD_1049,0.58659607921601
SPD_1050,0.318393950251186
SPD_1051,0.500121765881511
SPD_1052,0.440131569414592
SPD_1053,0.479537729043501
SPD_1054,0.484206505693904
SPD_1057,0.474590979118018
SPD_1059,1
SPD_1060,0.192007522222108
SPD_1061,0.461023151731028
SPD_1062,0.294107369625217
SPD_1063,0.431917054179268
SPD_1064,0
SPD_1065,0.34866639605309
SPD_1066,0.469410439770406
SPD_1067,0.25370870109531
SPD_1068,0.465421103462753
SPD_1069,0.458196257199127
SPD_1070,0.37557414240265
SPD_1071,1
SPD_1072,0.386964192586344
SPD_1073,1
SPD_1074,1
SPD_1075,0.463869768148141
SPD_1076,0.40038485864311
SPD_1077,0.0237980402430584
SPD_1078,0.321621094808656
SPD_1079,0.565648609332661
SPD_1080,0.302901394886983
SPD_1081,0.471884423880368
SPD_1082,0.462598975250589
SPD_1083,0.356146412041335
SPD_1084,0.255625087660159
SPD_1085,0
SPD_1086,0.46183763268921
SPD_1087,0.330520527822099
SPD_1088,0
SPD_1089,0.400921513474296
SPD_1090,0.410808926335953
SPD_1091,0.688994609546021
SPD_1093,1
SPD_1092,0.456896789863759
SPD_1094,0.449702925508173
SPD_1095,0.4350208966038
SPD_1096,0.122357386559504
SPD_1097,0.487016136267699
SPD_1098,0.524749736048178
SPD_1099,0.445817873287161
SPD_1100,0
SPD_1101,0
SPD_1102,0.4256119762771
SPD_1103,0.553536620503522
SPD_1104,0
SPD_1105,0
